timestamp,slug,file,lang,status_msg,run_success,total_correct,total_testcases,status_runtime,status_memory,runtime_percentile,memory_percentile,question_id,submission_id,state
2025-10-18T21:26:41.810787Z,best-time-to-buy-and-sell-stock-iii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/123__best-time-to-buy-and-sell-stock-iii/cpp/best-time-to-buy-and-sell-stock-iii.cpp,cpp,Accepted,True,214,214,2 ms,79.1 MB,87.0535,99.0924,123,1805343990,SUCCESS
2025-10-18T21:26:58.289385Z,binary-tree-maximum-path-sum,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/124__binary-tree-maximum-path-sum/cpp/binary-tree-maximum-path-sum.cpp,cpp,Accepted,True,96,96,21 ms,33.2 MB,5.027400000000004,5.783199999999997,124,1805344104,SUCCESS
2025-10-18T21:27:19.538542Z,word-ladder-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/126__word-ladder-ii/cpp/word-ladder-ii.cpp,cpp,Time Limit Exceeded,False,33,38,N/A,N/A,None,None,126,1805344221,SUCCESS
2025-10-18T21:27:36.772415Z,word-ladder,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/127__word-ladder/cpp/word-ladder.cpp,cpp,Accepted,True,51,51,13 ms,19.2 MB,99.28249999999997,96.15429999999999,127,1805344374,SUCCESS
2025-10-18T21:27:52.958897Z,candy,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/135__candy/cpp/candy.cpp,cpp,Accepted,True,50,50,0 ms,22.9 MB,100,49.88760000000002,135,1805344493,SUCCESS
2025-10-18T21:28:10.480162Z,word-break-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/140__word-break-ii/cpp/word-break-ii.cpp,cpp,Accepted,True,29,29,3 ms,10.3 MB,11.561400000000003,62.5457,140,1805344608,SUCCESS
2025-10-18T21:28:26.780035Z,max-points-on-a-line,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/149__max-points-on-a-line/cpp/max-points-on-a-line.cpp,cpp,Compile Error,False,None,None,N/A,N/A,None,None,149,1805344732,SUCCESS
2025-10-18T21:28:42.388994Z,find-minimum-in-rotated-sorted-array-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/154__find-minimum-in-rotated-sorted-array-ii/cpp/find-minimum-in-rotated-sorted-array-ii.cpp,cpp,Accepted,True,193,193,0 ms,16.3 MB,100,30.334699999999998,154,1805344841,SUCCESS
2025-10-18T21:28:58.401153Z,dungeon-game,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/174__dungeon-game/cpp/dungeon-game.cpp,cpp,Accepted,True,45,45,0 ms,12.8 MB,100,86.79810000000002,174,1805344952,SUCCESS
2025-10-18T21:29:14.570017Z,best-time-to-buy-and-sell-stock-iv,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/188__best-time-to-buy-and-sell-stock-iv/cpp/best-time-to-buy-and-sell-stock-iv.cpp,cpp,Accepted,True,211,211,3 ms,15.1 MB,83.1108,71.42359999999998,188,1805345056,SUCCESS
2025-10-18T21:29:32.053412Z,word-search-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/212__word-search-ii/cpp/word-search-ii.cpp,cpp,Accepted,True,65,65,653 ms,19.6 MB,34.08099999999975,44.99080000000002,212,1805345157,SUCCESS
2025-10-18T21:29:48.953584Z,shortest-palindrome,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/214__shortest-palindrome/cpp/shortest-palindrome.cpp,cpp,Accepted,True,126,126,6 ms,15.8 MB,38.641500000000015,27.591700000000024,214,1805345278,SUCCESS
2025-10-18T21:30:05.307345Z,the-skyline-problem,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/218__the-skyline-problem/cpp/the-skyline-problem.cpp,cpp,Accepted,True,44,44,50 ms,64 MB,14.7629,6.915899999999989,218,1805345388,SUCCESS
2025-10-18T21:30:22.886414Z,contains-duplicate-iii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/220__contains-duplicate-iii/cpp/contains-duplicate-iii.cpp,cpp,Accepted,True,56,56,242 ms,189.6 MB,16.59519999999986,8.201399999999838,220,1805345505,SUCCESS
2025-10-18T21:30:40.363703Z,basic-calculator,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/224__basic-calculator/cpp/basic-calculator.cpp,cpp,Runtime Error,False,11,48,N/A,N/A,None,None,224,1805345622,SUCCESS
2025-10-18T21:30:56.377291Z,number-of-digit-one,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/233__number-of-digit-one/cpp/number-of-digit-one.cpp,cpp,Accepted,True,38,38,0 ms,7.7 MB,100,80.54049999999998,233,1805345716,SUCCESS
2025-10-18T21:31:12.631732Z,sliding-window-maximum,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/239__sliding-window-maximum/cpp/sliding-window-maximum.cpp,cpp,Accepted,True,51,51,11 ms,134.3 MB,96.90869999999998,98.57409999999999,239,1805345827,SUCCESS
2025-10-18T21:31:29.996483Z,merge-k-sorted-lists,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/23__merge-k-sorted-lists/cpp/merge-k-sorted-lists.cpp,cpp,Accepted,True,134,134,0 ms,19 MB,100,26.025899999999993,23,1805345923,SUCCESS
2025-10-18T21:31:46.108053Z,reverse-nodes-in-k-group,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/25__reverse-nodes-in-k-group/cpp/reverse-nodes-in-k-group.cpp,cpp,Compile Error,False,None,None,N/A,N/A,None,None,25,1805346066,SUCCESS
2025-10-18T21:32:02.478174Z,expression-add-operators,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/282__expression-add-operators/cpp/expression-add-operators.cpp,cpp,Accepted,True,25,25,99 ms,15.9 MB,93.38490000000013,95.41500000000008,282,1805346183,SUCCESS
2025-10-18T21:32:20.462405Z,find-median-from-data-stream,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/295__find-median-from-data-stream/cpp/find-median-from-data-stream.cpp,cpp,Accepted,True,22,22,53 ms,148.7 MB,92.25740000000003,11.303200000000015,295,1805346303,SUCCESS
2025-10-18T21:32:36.838775Z,serialize-and-deserialize-binary-tree,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/297__serialize-and-deserialize-binary-tree/cpp/serialize-and-deserialize-binary-tree.cpp,cpp,Accepted,True,53,53,25 ms,34.8 MB,72.57480000000001,41.7838,297,1805346427,SUCCESS
2025-10-18T21:32:53.631800Z,remove-invalid-parentheses,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/301__remove-invalid-parentheses/cpp/remove-invalid-parentheses.cpp,cpp,Accepted,True,129,129,5 ms,12 MB,85.5886,67.86199999999995,301,1805346535,SUCCESS
2025-10-18T21:33:10.170078Z,substring-with-concatenation-of-all-words,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/30__substring-with-concatenation-of-all-words/cpp/substring-with-concatenation-of-all-words.cpp,cpp,Accepted,True,182,182,23 ms,23.9 MB,60.5577,37.442799999999956,30,1805346638,SUCCESS
2025-10-18T21:33:27.119832Z,burst-balloons,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/312__burst-balloons/cpp/burst-balloons.cpp,cpp,Accepted,True,73,73,82 ms,13.9 MB,96.99230000000001,58.83050000000004,312,1805346737,SUCCESS
2025-10-18T21:33:43.894667Z,count-of-smaller-numbers-after-self,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/315__count-of-smaller-numbers-after-self/cpp/count-of-smaller-numbers-after-self.cpp,cpp,Accepted,True,66,66,311 ms,237.4 MB,69.90749999999973,48.27819999999987,315,1805346880,SUCCESS
2025-10-18T21:34:00.611037Z,create-maximum-number,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/321__create-maximum-number/cpp/create-maximum-number.cpp,cpp,Accepted,True,102,102,11 ms,22.3 MB,93.03970000000001,91.53150000000001,321,1805346989,SUCCESS
2025-10-18T21:34:18.144461Z,count-of-range-sum,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/327__count-of-range-sum/cpp/count-of-range-sum.cpp,cpp,Accepted,True,67,67,275 ms,208 MB,82.04269999999968,55.79909999999962,327,1805347105,SUCCESS
2025-10-18T21:34:34.695820Z,longest-increasing-path-in-a-matrix,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/329__longest-increasing-path-in-a-matrix/cpp/longest-increasing-path-in-a-matrix.cpp,cpp,Accepted,True,139,139,20 ms,25.5 MB,31.811300000000024,22.587199999999957,329,1805347233,SUCCESS
2025-10-18T21:34:52.001422Z,longest-valid-parentheses,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/32__longest-valid-parentheses/cpp/longest-valid-parentheses.cpp,cpp,Accepted,True,235,235,5 ms,10 MB,14.017600000000003,98.40760000000002,32,1805347325,SUCCESS
2025-10-18T21:35:08.210357Z,patching-array,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/330__patching-array/cpp/patching-array.cpp,cpp,Accepted,True,150,150,0 ms,15.2 MB,100,15.580100000000002,330,1805347430,SUCCESS
2025-10-18T21:35:24.894240Z,reconstruct-itinerary,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/332__reconstruct-itinerary/cpp/reconstruct-itinerary.cpp,cpp,Accepted,True,82,82,7 ms,21.9 MB,62.47459999999999,19.87850000000005,332,1805347528,SUCCESS
2025-10-18T21:35:41.106468Z,self-crossing,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/335__self-crossing/cpp/self-crossing.cpp,cpp,Accepted,True,31,31,0 ms,30.1 MB,100,57.76809999999999,335,1805347620,SUCCESS
2025-10-18T21:35:58.454350Z,data-stream-as-disjoint-intervals,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/352__data-stream-as-disjoint-intervals/cpp/data-stream-as-disjoint-intervals.cpp,cpp,Accepted,True,7,7,0 ms,10.8 MB,100,62.13720000000001,352,1805347744,SUCCESS
2025-10-18T21:36:15.935703Z,russian-doll-envelopes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/354__russian-doll-envelopes/cpp/russian-doll-envelopes.cpp,cpp,Accepted,True,87,87,45 ms,81.7 MB,48.000899999999966,63.7193,354,1805347840,SUCCESS
2025-10-18T21:36:32.163034Z,perfect-rectangle,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/391__perfect-rectangle/cpp/perfect-rectangle.cpp,cpp,Accepted,True,49,49,24 ms,36.4 MB,93.85670000000002,53.07240000000008,391,1805347963,SUCCESS
2025-10-18T21:36:48.200142Z,frog-jump,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/403__frog-jump/cpp/frog-jump.cpp,cpp,Accepted,True,55,55,91 ms,44.7 MB,62.54040000000004,50.70220000000011,403,1805348096,SUCCESS
2025-10-18T21:37:04.715669Z,trapping-rain-water-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/407__trapping-rain-water-ii/cpp/trapping-rain-water-ii.cpp,cpp,Accepted,True,42,42,27 ms,18.5 MB,64.31249999999999,44.8671,407,1805348200,SUCCESS
2025-10-18T21:37:20.722148Z,split-array-largest-sum,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/410__split-array-largest-sum/cpp/split-array-largest-sum.cpp,cpp,Accepted,True,34,34,0 ms,10.5 MB,100,57.56669999999998,410,1805348291,SUCCESS
2025-10-18T21:37:37.039365Z,first-missing-positive,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/41__first-missing-positive/cpp/first-missing-positive.cpp,cpp,Accepted,True,179,179,0 ms,55.1 MB,100,52.31060000000001,41,1805348399,SUCCESS
2025-10-18T21:37:53.532160Z,strong-password-checker,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/420__strong-password-checker/cpp/strong-password-checker.cpp,cpp,Wrong Answer,True,51,54,N/A,N/A,None,None,420,1805348519,SUCCESS
2025-10-18T21:38:09.917217Z,trapping-rain-water,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/42__trapping-rain-water/cpp/trapping-rain-water.cpp,cpp,Accepted,True,324,324,1 ms,26.1 MB,25.646600000000007,50.3698,42,1805348621,SUCCESS
2025-10-18T21:38:27.830228Z,all-oone-data-structure,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/432__all-oone-data-structure/cpp/all-oone-data-structure.cpp,cpp,Accepted,True,24,24,98 ms,105.7 MB,23.228300000000026,5.021000000000195,432,1805348721,SUCCESS
2025-10-18T21:38:45.018086Z,k-th-smallest-in-lexicographical-order,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/440__k-th-smallest-in-lexicographical-order/cpp/k-th-smallest-in-lexicographical-order.cpp,cpp,Accepted,True,70,70,0 ms,8.2 MB,100,2.8168999999999977,440,1805348857,SUCCESS
2025-10-18T21:39:01.637780Z,arithmetic-slices-ii-subsequence,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/446__arithmetic-slices-ii-subsequence/cpp/arithmetic-slices-ii-subsequence.cpp,cpp,Accepted,True,101,101,463 ms,158.9 MB,80.15579999999972,48.40309999999988,446,1805348965,SUCCESS
2025-10-18T21:39:19.434134Z,lfu-cache,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/460__lfu-cache/cpp/lfu-cache.cpp,cpp,Accepted,True,25,25,143 ms,196.5 MB,33.613399999999935,32.36569999999999,460,1805349076,SUCCESS
2025-10-18T21:39:36.837679Z,concatenated-words,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/472__concatenated-words/cpp/concatenated-words.cpp,cpp,Accepted,True,43,43,95 ms,50.4 MB,97.33099999999999,87.75459999999994,472,1805349187,SUCCESS
2025-10-18T21:39:53.213817Z,largest-palindrome-product,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/479__largest-palindrome-product/cpp/largest-palindrome-product.cpp,cpp,Accepted,True,8,8,3 ms,10 MB,87.7451,81.37239999999998,479,1805349323,SUCCESS
2025-10-18T21:40:10.661947Z,sliding-window-median,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/480__sliding-window-median/cpp/sliding-window-median.cpp,cpp,Accepted,True,44,44,40 ms,42 MB,82.75679999999994,65.09519999999983,480,1805349423,SUCCESS
2025-10-18T21:40:26.965010Z,smallest-good-base,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/483__smallest-good-base/cpp/smallest-good-base.cpp,cpp,Accepted,True,109,109,3 ms,9.1 MB,19.999900000000004,8.571500000000007,483,1805349546,SUCCESS
2025-10-18T21:40:43.156677Z,reverse-pairs,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/493__reverse-pairs/cpp/reverse-pairs.cpp,cpp,Accepted,True,140,140,222 ms,112.8 MB,84.83739999999983,87.66839999999941,493,1805349652,SUCCESS
2025-10-18T21:40:59.175963Z,median-of-two-sorted-arrays,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/4__median-of-two-sorted-arrays/cpp/median-of-two-sorted-arrays.cpp,cpp,Accepted,True,2097,2097,3 ms,95.7 MB,31.0884,36.447200000000024,4,1805349751,SUCCESS
2025-10-18T21:41:15.365566Z,freedom-trail,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/514__freedom-trail/cpp/freedom-trail.cpp,cpp,Accepted,True,303,303,7 ms,10.3 MB,92.0588,86.1765,514,1805349854,SUCCESS
2025-10-18T21:41:31.466905Z,n-queens,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/51__n-queens/cpp/n-queens.cpp,cpp,Accepted,True,9,9,0 ms,11.6 MB,100,25.256699999999995,51,1805349954,SUCCESS
2025-10-18T21:41:48.021139Z,n-queens-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/52__n-queens-ii/cpp/n-queens-ii.cpp,cpp,Accepted,True,9,9,0 ms,8.1 MB,100,64.34949999999999,52,1805350038,SUCCESS
2025-10-18T21:42:05.758681Z,remove-boxes,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/546__remove-boxes/cpp/remove-boxes.cpp,cpp,Accepted,True,63,63,131 ms,86 MB,40.28179999999983,42.010200000000005,546,1805350150,SUCCESS
2025-10-18T21:42:21.866434Z,student-attendance-record-ii,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/552__student-attendance-record-ii/cpp/student-attendance-record-ii.cpp,cpp,Accepted,True,59,59,7 ms,7.9 MB,97.78009999999999,94.24820000000001,552,1805350283,SUCCESS
2025-10-18T21:42:38.509553Z,find-the-closest-palindrome,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/564__find-the-closest-palindrome/cpp/find-the-closest-palindrome.cpp,cpp,Accepted,True,232,232,0 ms,10.2 MB,100,9.565199999999999,564,1805350395,SUCCESS
2025-10-18T21:42:55.908149Z,erect-the-fence,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/587__erect-the-fence/cpp/erect-the-fence.cpp,cpp,Accepted,True,88,88,24 ms,27.9 MB,21.481500000000004,24.19770000000002,587,1805350505,SUCCESS
2025-10-18T21:43:12.074586Z,tag-validator,C:/Users/B/Desktop/Capstone/capstone/capstone/new_transpiled_solutions/591__tag-validator/cpp/tag-validator.cpp,cpp,Accepted,True,261,261,0 ms,9.5 MB,100,34.694100000000006,591,1805350614,SUCCESS
