problem,language,path,avg_duration_sec,avg_pkg_joules,avg_dram_joules,error
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/check-if-dfs-strings-are-palindromes/check-if-dfs-strings-are-palindromes_benchmark.cpp,0.009274125099182129,0.1475276,0.013500999999999999,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/check-if-dfs-strings-are-palindromes/check-if-dfs-strings-are-palindromes_benchmark.py,0.12807102203369142,2.1425178,0.0774106,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/check-if-digits-are-equal-in-string-after-operations-ii/check-if-digits-are-equal-in-string-after-operations-ii_benchmark.cpp,0.0031509876251220705,0.050287,0.0045103,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/check-if-digits-are-equal-in-string-after-operations-ii/check-if-digits-are-equal-in-string-after-operations-ii_benchmark.py,0.12767159938812256,2.0931891,0.0723386,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/equal-sum-grid-partition-ii/equal-sum-grid-partition-ii_benchmark.cpp,0.009087896347045899,0.1287289,0.0115538,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/equal-sum-grid-partition-ii/equal-sum-grid-partition-ii_benchmark.py,0.06711537837982177,1.0873079,0.0510315,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/find-the-original-typed-string-ii/find-the-original-typed-string-ii_benchmark.cpp,0.0038800477981567384,0.0736936,0.0053221,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/find-the-original-typed-string-ii/find-the-original-typed-string-ii_benchmark.py,0.05546627044677734,0.9130348,0.0453674,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/find-weighted-median-node-in-tree/find-weighted-median-node-in-tree_benchmark.cpp,0.005159211158752441,0.0798278,0.006653,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/find-weighted-median-node-in-tree/find-weighted-median-node-in-tree_benchmark.py,0.3713466882705688,5.7421607,0.1543759,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/find-x-sum-of-all-k-long-subarrays-ii/find-x-sum-of-all-k-long-subarrays-ii_benchmark.cpp,0.014114642143249511,0.24085030000000002,0.0164549,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/find-x-sum-of-all-k-long-subarrays-ii/find-x-sum-of-all-k-long-subarrays-ii_benchmark.py,,,,"Command '['python2', 'py2_energy_test_final_feasible/find-x-sum-of-all-k-long-subarrays-ii/find-x-sum-of-all-k-long-subarrays-ii_benchmark.py']' returned non-zero exit status 1."
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/find-x-value-of-array-ii/find-x-value-of-array-ii_benchmark.cpp,0.00696718692779541,0.1148069,0.0093996,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/find-x-value-of-array-ii/find-x-value-of-array-ii_benchmark.py,0.14705853462219237,2.4571472,0.0892393,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/length-of-longest-v-shaped-diagonal-segment/length-of-longest-v-shaped-diagonal-segment_benchmark.cpp,0.0032391786575317384,0.0535644,0.0045043999999999996,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/length-of-longest-v-shaped-diagonal-segment/length-of-longest-v-shaped-diagonal-segment_benchmark.py,0.07516834735870362,1.2259066,0.0558224,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/lexicographically-smallest-generated-string/lexicographically-smallest-generated-string_benchmark.cpp,0.005488920211791992,0.0817258,0.0077942,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/lexicographically-smallest-generated-string/lexicographically-smallest-generated-string_benchmark.py,0.10628678798675537,1.7819411,0.0661862,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/longest-palindrome-after-substring-concatenation-ii/longest-palindrome-after-substring-concatenation-ii_benchmark.cpp,0.007140064239501953,0.1000669,0.0098143,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/longest-palindrome-after-substring-concatenation-ii/longest-palindrome-after-substring-concatenation-ii_benchmark.py,0.16136019229888915,2.6346918,0.08421000000000001,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/longest-palindromic-path-in-graph/longest-palindromic-path-in-graph_benchmark.cpp,0.027524018287658693,0.42980240000000003,0.0271911,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/longest-palindromic-path-in-graph/longest-palindromic-path-in-graph_benchmark.py,2.1039318323135374,32.9976634,0.7221479,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/longest-special-path/longest-special-path_benchmark.cpp,0.004078102111816406,0.0667844,0.005487,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/longest-special-path/longest-special-path_benchmark.py,0.1210897445678711,1.9465586,0.0706967,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/longest-special-path-ii/longest-special-path-ii_benchmark.cpp,0.06173524856567383,0.8628333,0.0439146,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/longest-special-path-ii/longest-special-path-ii_benchmark.py,0.11621482372283935,1.8970289,0.0666505,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-active-section-with-trade-ii/maximize-active-section-with-trade-ii_benchmark.cpp,0.005225324630737304,0.0757324,0.0063966000000000005,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-active-section-with-trade-ii/maximize-active-section-with-trade-ii_benchmark.py,0.1429966926574707,2.334497,0.0752195,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-spanning-tree-stability-with-upgrades/maximize-spanning-tree-stability-with-upgrades_benchmark.cpp,0.006748819351196289,0.1305781,0.011144900000000001,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-spanning-tree-stability-with-upgrades/maximize-spanning-tree-stability-with-upgrades_benchmark.py,0.07938525676727295,1.3751307,0.0550231,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-subarray-gcd-score/maximize-subarray-gcd-score_benchmark.cpp,0.011932706832885743,0.1831412,0.0140807,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-subarray-gcd-score/maximize-subarray-gcd-score_benchmark.py,0.09484586715698243,1.565609,0.0611752,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/maximize-subarray-sum-after-removing-all-occurrences-of-one-element_benchmark.cpp,0.005769562721252441,0.0885188,0.0077269999999999995,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/maximize-subarray-sum-after-removing-all-occurrences-of-one-element_benchmark.py,0.4210716962814331,6.5850539,0.1666133,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-the-distance-between-points-on-a-square/maximize-the-distance-between-points-on-a-square_benchmark.cpp,0.007352113723754883,0.1229002,0.009375,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-the-distance-between-points-on-a-square/maximize-the-distance-between-points-on-a-square_benchmark.py,0.18752241134643555,3.0345566,0.0877926,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximize-the-number-of-target-nodes-after-connecting-trees-ii/maximize-the-number-of-target-nodes-after-connecting-trees-ii_benchmark.cpp,0.017069363594055177,0.2740167,0.0189576,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximize-the-number-of-target-nodes-after-connecting-trees-ii/maximize-the-number-of-target-nodes-after-connecting-trees-ii_benchmark.py,0.12536139488220216,2.0776557,0.0691893,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximum-frequency-of-an-element-after-performing-operations-ii/maximum-frequency-of-an-element-after-performing-operations-ii_benchmark.cpp,0.015680408477783202,0.2704398,0.0183654,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximum-frequency-of-an-element-after-performing-operations-ii/maximum-frequency-of-an-element-after-performing-operations-ii_benchmark.py,0.16279423236846924,2.6754998,0.0784789,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximum-good-subtree-score/maximum-good-subtree-score_benchmark.cpp,0.004805469512939453,0.0601255,0.0060303,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximum-good-subtree-score/maximum-good-subtree-score_benchmark.py,0.04445083141326904,0.7623274,0.0397095,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k_benchmark.cpp,0.009405779838562011,0.1509094,0.0114746,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k_benchmark.py,0.04546885490417481,0.823234,0.0406614,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximum-profit-from-valid-topological-order-in-dag/maximum-profit-from-valid-topological-order-in-dag_benchmark.cpp,0.003945207595825196,0.070117,0.0061645,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximum-profit-from-valid-topological-order-in-dag/maximum-profit-from-valid-topological-order-in-dag_benchmark.py,0.06276454925537109,1.0755829,0.045916399999999996,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/maximum-sum-of-edge-values-in-a-graph/maximum-sum-of-edge-values-in-a-graph_benchmark.cpp,0.008286857604980468,0.1461851,0.0097654,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/maximum-sum-of-edge-values-in-a-graph/maximum-sum-of-edge-values-in-a-graph_benchmark.py,0.07542083263397217,1.3259609,0.0589232,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/merge-operations-for-minimum-travel-time/merge-operations-for-minimum-travel-time_benchmark.cpp,0.019099330902099608,0.3338981,0.0209838,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/merge-operations-for-minimum-travel-time/merge-operations-for-minimum-travel-time_benchmark.py,0.2457507610321045,4.0123981,0.1070551,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/minimum-cost-path-with-teleportations/minimum-cost-path-with-teleportations_benchmark.cpp,0.0074700117111206055,0.1007747,0.0095702,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/minimum-cost-path-with-teleportations/minimum-cost-path-with-teleportations_benchmark.py,0.2922225475311279,4.7254944000000005,0.123901,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/minimum-cost-to-divide-array-into-subarrays/minimum-cost-to-divide-array-into-subarrays_benchmark.cpp,0.006119489669799805,0.0999509,0.0077453,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/minimum-cost-to-divide-array-into-subarrays/minimum-cost-to-divide-array-into-subarrays_benchmark.py,0.10539741516113281,1.7762103,0.0632627,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/minimum-increments-for-target-multiples-in-an-array/minimum-increments-for-target-multiples-in-an-array_benchmark.cpp,0.004781150817871093,0.0675901,0.0060486,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/minimum-increments-for-target-multiples-in-an-array/minimum-increments-for-target-multiples-in-an-array_benchmark.py,0.053818678855895995,0.9856298,0.0441588,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/minimum-operations-to-make-elements-within-k-subarrays-equal/minimum-operations-to-make-elements-within-k-subarrays-equal_benchmark.cpp,0.013467860221862794,0.1759151,0.014550800000000001,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/minimum-operations-to-make-elements-within-k-subarrays-equal/minimum-operations-to-make-elements-within-k-subarrays-equal_benchmark.py,,,,"Command '['python2', 'py2_energy_test_final_feasible/minimum-operations-to-make-elements-within-k-subarrays-equal/minimum-operations-to-make-elements-within-k-subarrays-equal_benchmark.py']' returned non-zero exit status 1."
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/minimum-stability-factor-of-array/minimum-stability-factor-of-array_benchmark.cpp,0.008218955993652344,0.1240108,0.0104006,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/minimum-stability-factor-of-array/minimum-stability-factor-of-array_benchmark.py,0.338532018661499,5.3784468,0.1345089,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/number-of-integers-with-popcount-depth-equal-to-k-ii/number-of-integers-with-popcount-depth-equal-to-k-ii_benchmark.cpp,0.0037986278533935548,0.0633055,0.005713,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/number-of-integers-with-popcount-depth-equal-to-k-ii/number-of-integers-with-popcount-depth-equal-to-k-ii_benchmark.py,0.06918654441833497,1.1988556,0.0557676,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/number-of-ways-to-assign-edge-weights-ii/number-of-ways-to-assign-edge-weights-ii_benchmark.cpp,0.015177345275878907,0.2315666,0.016888300000000002,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/number-of-ways-to-assign-edge-weights-ii/number-of-ways-to-assign-edge-weights-ii_benchmark.py,0.1996474027633667,3.1614726,0.0913876,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/path-existence-queries-in-a-graph-ii/path-existence-queries-in-a-graph-ii_benchmark.cpp,0.005515742301940918,0.0857053,0.0069277,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/path-existence-queries-in-a-graph-ii/path-existence-queries-in-a-graph-ii_benchmark.py,0.10568444728851319,1.7785537,0.0648864,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/separate-squares-ii/separate-squares-ii_benchmark.cpp,0.004046440124511719,0.065045,0.0056029,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/separate-squares-ii/separate-squares-ii_benchmark.py,0.2464963436126709,3.8728171,0.1031495,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/shortest-matching-substring/shortest-matching-substring_benchmark.cpp,0.006932544708251953,0.1150631,0.008667000000000001,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/shortest-matching-substring/shortest-matching-substring_benchmark.py,0.08011415004730224,1.3697231,0.0570311,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/shortest-path-in-a-weighted-tree/shortest-path-in-a-weighted-tree_benchmark.cpp,0.009735798835754395,0.1855402,0.014904899999999999,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/shortest-path-in-a-weighted-tree/shortest-path-in-a-weighted-tree_benchmark.py,0.10880372524261475,1.7886125,0.0649718,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/sorted-gcd-pair-queries/sorted-gcd-pair-queries_benchmark.cpp,0.0059397220611572266,0.0822264,0.0067688,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/sorted-gcd-pair-queries/sorted-gcd-pair-queries_benchmark.py,0.38081159591674807,6.0111845,0.1478267,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/subsequences-with-a-unique-middle-mode-i/subsequences-with-a-unique-middle-mode-i_benchmark.cpp,0.011678457260131836,0.1915278,0.0142699,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/subsequences-with-a-unique-middle-mode-i/subsequences-with-a-unique-middle-mode-i_benchmark.py,0.1556312322616577,2.5600091,0.0862791,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/subtree-inversion-sum/subtree-inversion-sum_benchmark.cpp,0.00874783992767334,0.1579649,0.0115722,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/subtree-inversion-sum/subtree-inversion-sum_benchmark.py,0.10373132228851319,1.7740616,0.0626767,
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/threshold-majority-queries/threshold-majority-queries_benchmark.cpp,0.009493255615234375,0.1556759,0.011969,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/threshold-majority-queries/threshold-majority-queries_benchmark.py,,,,"Command '['python2', 'py2_energy_test_final_feasible/threshold-majority-queries/threshold-majority-queries_benchmark.py']' returned non-zero exit status 1."
cpp_energy_test_final_feasible,cpp,cpp_energy_test_final_feasible/xor-after-range-multiplication-queries-ii/xor-after-range-multiplication-queries-ii_benchmark.cpp,0.007350897789001465,0.1289791,0.0108887,
py2_energy_test_final_feasible,python2,py2_energy_test_final_feasible/xor-after-range-multiplication-queries-ii/xor-after-range-multiplication-queries-ii_benchmark.py,0.08409621715545654,1.3686489,0.0552672,
